,Longitude,Latitude,NR_UE_RSRP_0,NR_UE_RSRQ_0,NR_UE_SINR_0,NR_UE_Nbr_RSRP_0,NR_UE_Nbr_RSRP_1,NR_UE_Nbr_RSRP_2,NR_UE_Nbr_RSRP_3,NR_UE_Nbr_RSRP_4,NR_UE_Nbr_RSRQ_0,NR_UE_Nbr_RSRQ_1,NR_UE_Nbr_RSRQ_2,NR_UE_Nbr_RSRQ_3,NR_UE_Nbr_RSRQ_4,NR_UE_PCI_0,NR_UE_Nbr_PCI_0,NR_UE_Nbr_PCI_1,NR_UE_Nbr_PCI_2,NR_UE_Nbr_PCI_3,NR_UE_Nbr_PCI_4,NR_UE_Timing_Advance,NR_UE_Pathloss_DL_0,NR_UE_Throughput_PDCP_DL,App_Throughput_DL,NR_UE_NACK_Rate_DL_0,NR_UE_Ack_As_Nack_DL_0,NR_UE_MCS_DL_0,NR_UE_RB_Num_DL_0,NR_UE_Modulation_Avg_DL_0,NR_UE_RI_DL_0,NR_UE_BLER_DL_0,NR_UE_CCE_AggregationLev_0,NR_UE_Power_Tx_PUSCH_0,NR_UE_Power_Tx_PRACH_0,NR_UE_NACK_Rate_UL_0,NR_UE_RACH_Attempt,NR_UE_RACH_OK,NR_UE_RACH_Fail,NR_UE_RACH_Procedure_Count,NR_UE_RRCReEstAttempt,NR_UE_RRCReEstFail,NR_UE_RRCReEst_EndResult,NR_UE_RRCConnectionAttempt,NR_UE_RRCConnectionSetupOk,NR_UE_RRCConnectionComplete,NR_UE_RRCConnectionDrop,NR_UE_RRCHOAttempt,NR_UE_RRCHOOK,NR_RRC_MsgType,NAS_5GS_MM_MessageType,NAS_5GS_SM_MessageType,x,y
1207,29.02736,41.10784,-73.85,-13.75,-0.04999999999999999,-69.9,,,,,-11.45,,,,,76.0,59.0,,,,,,92.8,97152.07,97017.91,12.4,0.0,6 (QPSK OR 16QAM OR 64QAM / Low SE -QPSK),219.0,QPSK,Rank4,12.4,LEVEL_1,17.7,,7.3,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434718.0832807263,4576124.7488
1208,29.02736,41.10786,-73.13333333333333,-14.6,-2.3333333333333335,-68.7,,,,,-11.366666666666665,,,,,59.0,59.0,,,,,2.0,91.0,85278.72,94695.73,14.5,0.0,7 (QPSK OR 16QAM OR 64QAM / Low SE -QPSK),165.0,QPSK,Rank4,14.5,LEVEL_1,17.9,-17.0,11.1,0,0,0,22.0,0,0,,0,0,0,0,0,0, BCCH-DL_SCH SIB1,,,2434717.341680856,4576126.9752
1209,29.02737,41.09956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,2435025.9190135244,4575203.0192
1210,29.02737,41.10772,-72.55000000000001,-13.65,-0.65,-66.94999999999999,,,,,-10.8,,,,,76.0,59.0,,,,,,100.9,89743.36,93135.53,8.2,0.0,9 (QPSK OR 16QAM OR 64QAM / Low SE -QPSK),88.0,16QAM,Rank4,8.2,LEVEL_1,17.7,,9.2,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434723.3716418785,4576111.3904
1211,29.02737,41.10779,-71.7,-13.8,-0.35000000000000003,-69.30000000000001,,,,,-11.600000000000001,,,,,76.0,59.0,,,,,,93.2,97336.38,92142.81,9.5,8.0,6 (QPSK OR 16QAM OR 64QAM / Low SE -QPSK),169.0,QPSK,Rank4,9.5,LEVEL_1,18.3,,6.9,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434720.7760463697,4576119.1828000005
1212,29.02738,41.10768,,,,,,,,,,,,,,,,,,,,,,,,66.0,0.0,28 (64QAM / Low SE -64QAM),137.0,256QAM,Rank4,66.0,LEVEL_1,,,,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434725.69360635,4576106.9376
1213,29.02739,41.10764,-74.8,-14.75,-1.4000000000000001,-71.44999999999999,,,,,-11.75,,,,,76.0,59.0,,,,,,98.3,86568.96,80677.77,2.0,0.0,25 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),79.0,256QAM,Rank4,2.0,LEVEL_1,17.5,,2.1,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434728.0155706583,4576102.484800001
1214,29.0274,41.1053,-63.2,-10.4,28.6,,,,,,,,,,,68.0,,,,,,,84.0,98461.01,,8.4,0.0,23 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),32.0,256QAM,Rank4,8.4,LEVEL_1,17.3,,0.8,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434815.619249239,4575841.996
1215,29.02741,41.10755,-74.05,-12.1,3.7,-74.1,,,,,-12.9,,,,,76.0,59.0,,,,,,90.1,95784.96,93968.51,3.6,0.0,23 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),83.0,256QAM,Rank3,3.6,LEVEL_1,17.5,,0.8,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434733.030297165,4576092.466
1216,29.02742,41.0996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,2435028.630418014,4575207.472
1217,29.02742,41.09963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,2435027.5181991477,4575210.8116
1218,29.02742,41.10751,,,,,,,,,,,,,,,,,,,,,,,,17.6,0.0,26 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),81.0,256QAM,Rank3,17.6,LEVEL_1,,,,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434735.3522608094,4576088.0132
1219,29.02743,41.10531,-63.3,-10.4,26.3,,,,,,,,,,,68.0,,,,,,,,98119.75,95597.89,10.0,0.0,24 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),32.0,256QAM,Rank4,10.0,LEVEL_1,,,,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434817.764864502,4575843.109200001
1220,29.02743,41.10746,-75.65,-10.8,9.3,-81.7,,,,,-14.75,,,,,76.0,59.0,,,,,,94.7,96112.64,93351.16,8.8,0.0,26 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),81.0,256QAM,Rank3,8.8,LEVEL_1,17.5,,0.5,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434738.045022263,4576082.4472
1221,29.02743,41.10795,-68.4,-10.75,16.25,-80.25,,,,,-22.0,,,,,59.0,76.0,,,,,,84.5,95830.91,93721.86,7.5,0.0,24 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),69.0,256QAM,Rank4,7.5,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434719.8758343197,4576136.994
1222,29.02745,41.10737,-74.0,-10.7,11.45,-82.15,,,,,-16.5,,,,,76.0,59.0,,,,,,91.8,97172.51,108592.47,7.3,0.0,27 (64QAM OR 256QAM / Low SE -64QAM),77.0,256QAM,Rank3,7.3,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434743.059745953,4576072.428400001
1223,29.02746,41.10532,-63.2,-10.4,27.3,,,,,,,,,,,68.0,,,,,,,79.1,98590.72,,10.9,0.0,24 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),33.0,256QAM,Rank4,10.9,LEVEL_1,14.8,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434819.9104789253,4575844.2224
1224,29.02747,41.09965,-126.4,-14.0,,,,,,,,,,,,3.0,,,,,,,,,,0.0,0.0,0 (QPSK),30.0,QPSK,Rank1,0.0,,,,,0,0,0,,0,0,,0,0,0,0,0,0, BCCH-DL_SCH SIB1,,,2435030.9710757253,4575213.038
1225,29.02747,41.10733,,,,,,,,,,,,,,,,,,,,,,,,3.2,0.0,21 (64QAM OR 256QAM / Low SE -16QAM),102.0,256QAM,Rank3,3.2,LEVEL_1,,,,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434746.2204817426,4576067.9756
1226,29.02748,41.10728,-72.15,-10.45,19.05,-83.15,,,,,-19.799999999999997,,,,,76.0,59.0,,,,,,88.9,97337.42,79931.93,6.1,0.0,23 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),83.0,256QAM,Rank4,6.1,LEVEL_1,17.5,,0.5,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434748.9132420137,4576062.4096
1227,29.02748,41.10797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,2434723.3280558605,4576139.2204
1228,29.02749,41.10724,,,,,,,,,,,,,,,,,,,,,,,,12.3,0.0,23 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),79.0,256QAM,Rank4,12.3,LEVEL_1,,,,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434751.2352046743,4576057.9568
1229,29.0275,41.1072,-70.30000000000001,-10.4,22.15,-81.75,,,,,-17.45,,,,,76.0,59.0,,,,,,99.2,96276.48,93898.82,18.0,0.0,24 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),83.0,256QAM,Rank4,18.0,LEVEL_1,17.5,,0.5,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434753.5571671696,4576053.504
1230,29.02751,41.09969,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,0,0,0,0, BCCH-BCH MIB,,,2435032.843595961,4575217.490800001
1231,29.02752,41.10712,-75.7,-10.45,18.299999999999997,-85.5,,,,,-17.35,,,,,76.0,59.0,,,,,,96.1,97505.28,94091.62,7.3,0.0,26 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),78.0,256QAM,Rank3,7.3,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434758.2010916662,4576044.5984000005
1232,29.02753,41.10534,-64.75,-10.4,26.35,-96.6,,,,,-23.1,,,,,68.0,76.0,,,,,,80.4,98611.2,95281.34,11.9,0.0,26 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),29.0,256QAM,Rank4,11.9,LEVEL_1,16.1,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434825.0405038106,4575846.448799999
1233,29.02754,41.09972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,2435034.2479826766,4575220.830399999
1234,29.02754,41.10705,-73.75,-10.45,22.8,-84.69999999999999,,,,,-16.6,,,,,76.0,59.0,,,,,,96.7,96890.88,94088.9,1.1,0.0,22 (64QAM OR 256QAM / Low SE -16QAM),92.0,256QAM,Rank3,1.1,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434762.47421924,4576036.806
1235,29.02754,41.10798,-68.4,-10.55,17.299999999999997,-80.9,,,,,-23.1,,,,,59.0,76.0,,,,,,89.1,95984.77,92545.28,5.5,0.0,26 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),61.0,256QAM,Rank4,5.5,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434727.989842496,4576140.3336
1236,29.02755,41.10536,-65.9,-10.4,24.5,-93.4,,,,,-25.1,,,,,68.0,76.0,,,,,,,98586.62,77561.0,10.6,12.0,23 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),34.0,256QAM,Rank4,10.6,LEVEL_1,,,,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434825.976533293,4575848.6751999995
1237,29.02755,41.10701,,,,,,,,,,,,,,,,,,,,,91.1,,,,,,,,Rank4,,,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434764.796181081,4576032.353200001
1238,29.02756,41.09972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,2435035.925723366,4575220.830399999
1239,29.02756,41.10696,-70.2,-10.4,27.049999999999997,,,,,,,,,,,76.0,,,,,,,89.9,97162.21,103881.69,16.7,0.0,21 (64QAM OR 256QAM / Low SE -16QAM),85.0,64QAM,Rank4,16.7,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434767.4889386827,4576026.7872
1240,29.02758,41.10538,-67.4,-10.4,24.3,-84.1,,,,,-21.8,,,,,68.0,76.0,,,,,,85.7,98590.72,,10.0,0.0,21 (64QAM OR 256QAM / Low SE -16QAM),37.0,64QAM,Rank4,10.0,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0, UL-DCCH RRCReconfigurationComplete,,,2434827.7513595065,4575850.9015999995
1241,29.02758,41.10687,-71.2,-10.350000000000001,25.4,,,,,,,,,,,76.0,,,,,,,87.3,96220.04,82320.71,10.4,0.0,23 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),69.0,256QAM,Rank4,10.4,LEVEL_1,17.5,,1.7,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434772.5036567166,4576016.7684
1242,29.02759,41.10683,,,,,,,,,,,,,,,,,,,,,,,,5.2,0.0,24 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),66.0,256QAM,Rank4,5.2,LEVEL_1,,,,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434774.82561756,4576012.3156
1243,29.0276,41.10678,-70.15,-10.4,26.6,,,,,,,,,,,76.0,,,,,,,86.5,96035.71,92734.08,4.8,0.0,21 (64QAM OR 256QAM / Low SE -16QAM),78.0,256QAM,Rank4,4.8,LEVEL_1,17.5,,2.8,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434777.518373341,4576006.7496
1244,29.02761,41.09975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,2435039.0078462716,4575224.17
1245,29.02762,41.1067,-65.85,-10.4,26.75,,,,,,,,,,,76.0,,,,,,,82.0,95974.31,92897.34,7.3,0.0,21 (64QAM OR 256QAM / Low SE -16QAM),76.0,256QAM,Rank4,7.3,LEVEL_1,17.5,,1.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434782.162293867,4575997.844
1246,29.02763,41.10667,,,,,,,,,,,,,,,,,,,,,,,,13.1,0.0,24 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),66.0,256QAM,Rank4,13.1,LEVEL_1,,,,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434784.113459287,4575994.5044
1247,29.02764,41.0998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,2435039.6707380614,4575229.7360000005
1248,29.02764,41.10542,-65.0,-10.4,26.3,-82.0,,,,,-20.4,,,,,68.0,76.0,,,,,,138.6,98611.2,61704.51,14.7,3.0,21 (64QAM OR 256QAM / Low SE -16QAM),41.0,64QAM,Rank4,14.7,LEVEL_1,17.5,,1.3,0,0,0,,0,0,,0,0,0,0,0,0, BCCH-DL_SCH SIB2,,,2434831.301006446,4575855.354400001
1249,29.02764,41.10663,-66.9,-10.4,27.0,,,,,,,,,,,76.0,,,,,,,81.6,94899.34,93228.13,13.1,0.0,26 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),65.0,256QAM,Rank4,13.1,LEVEL_1,17.3,,1.8,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434786.435419307,4575990.0516
1250,29.02766,41.10544,-83.0,-18.85,-9.95,-69.2,,,,,-10.55,,,,,68.0,68.0,,,,,1.0,141.0,1085.44,94401.7,18.4,0.0,20 (64QAM OR 256QAM / Low SE -16QAM),67.0,256QAM,Rank3,18.4,LEVEL_16,17.6,-26.0,8.6,0,0,0,2.0,0,0,,0,0,0,0,0,0, BCCH-DL_SCH SIB1,,,2434832.2370298873,4575857.580800001
1251,29.02766,41.10657,-67.55000000000001,-10.4,28.799999999999997,,,,,,,,,,,76.0,,,,,,,84.1,96159.24,94062.62,10.5,0.0,26 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),61.0,256QAM,Rank4,10.5,LEVEL_1,17.5,,1.8,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434790.337750453,4575983.3724
1252,29.02766,41.108,-71.15,-11.05,12.6,,,,,,,,,,,59.0,,,,,,,90.2,95400.8,92477.56,10.1,0.0,27 (64QAM OR 256QAM / Low SE -64QAM),65.0,256QAM,Rank4,10.1,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434737.3134109457,4576142.56
1253,29.02767,41.1065,-63.949999999999996,-10.350000000000001,30.049999999999997,,,,,,,,,,,76.0,,,,,,,79.0,97633.23,94498.87,7.6,0.0,26 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),28.0,256QAM,Rank4,7.6,LEVEL_1,16.0,,1.9,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434793.7720922977,4575975.58
1254,29.02767,41.10654,,,,,,,,,,,,,,,,,,,,,,,,11.2,0.0,25 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),31.0,256QAM,Rank4,11.2,LEVEL_1,,,,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434792.2889161743,4575980.0328
1255,29.02769,41.10546,-81.3,-15.0,-2.3,-75.7,,,,,-11.0,,,,,76.0,68.0,,,,,,,97484.8,,2.5,0.0,26 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),31.0,256QAM,Rank4,2.5,LEVEL_1,,,,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434834.011849039,4575859.8072
1256,29.02769,41.10645,-65.25,-10.3,29.2,,,,,,,,,,,76.0,,,,,,,81.0,97551.31,92232.99,7.4,0.0,27 (64QAM OR 256QAM / Low SE -64QAM),26.0,256QAM,Rank4,7.4,LEVEL_1,17.0,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434797.303629549,4575970.014
1257,29.0277,41.09979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,2435045.0746985315,4575228.6228
1258,29.0277,41.10639,,,,,,,,,,,,,,,,,,,,,,,,6.6,0.0,27 (64QAM OR 256QAM / Low SE -64QAM),27.0,256QAM,Rank4,6.6,LEVEL_1,,,,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434800.367175966,4575963.334799999
1259,29.0277,41.10641,-65.65,-10.350000000000001,30.85,,,,,,,,,,,76.0,,,,,,,82.0,93941.76,94888.63,3.8,0.0,27 (64QAM OR 256QAM / Low SE -64QAM),25.0,256QAM,Rank4,3.8,LEVEL_1,17.4,,1.8,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434799.6255889176,4575965.561199999
1260,29.0277,41.10643,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,27 (64QAM OR 256QAM / Low SE -64QAM),27.0,256QAM,Rank4,8.0,LEVEL_1,,,,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434798.884001573,4575967.7876
1261,29.02771,41.10634,-65.05,-10.3,30.6,,,,,,,,,,,76.0,,,,,,,79.1,97218.56,89132.62,6.6,0.0,27 (64QAM OR 256QAM / Low SE -64QAM),27.0,256QAM,Rank4,6.6,LEVEL_1,16.2,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434803.059928076,4575957.768800001
1262,29.02771,41.10637,-66.0,-10.4,29.4,,,,,,,,,,,76.0,,,,,,,82.3,97484.8,94948.9,3.5,0.0,27 (64QAM OR 256QAM / Low SE -64QAM),25.0,256QAM,Rank4,3.5,LEVEL_1,17.4,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434801.947548122,4575961.1084
1263,29.02772,41.10631,-70.45,-10.4,28.5,,,,,,,,,,,76.0,,,,,,,87.0,95928.32,93856.36,8.3,0.0,27 (64QAM OR 256QAM / Low SE -64QAM),27.0,256QAM,Rank4,8.3,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434805.011093534,4575954.4292
1264,29.02773,41.10552,-81.5,-13.649999999999999,2.2,-78.94999999999999,,,,,-11.75,,,,,76.0,68.0,,,,,,98.7,97443.84,92007.38,4.2,0.0,25 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),31.0,256QAM,Rank4,4.2,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434835.142314205,4575866.4864
1265,29.02773,41.10629,-69.25,-10.4,27.75,,,,,,,,,,,76.0,,,,,,,88.2,97464.32,90921.27,4.5,0.0,27 (64QAM OR 256QAM / Low SE -64QAM),25.0,256QAM,Rank4,4.5,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434806.591466036,4575952.2028
1266,29.02773,41.10801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,2434742.8139572158,4576143.6732
1267,29.02775,41.09982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,2435048.156810045,4575231.962400001
1268,29.02775,41.10555,-80.4,-12.3,4.8,-80.4,,,,,-13.1,,,,,76.0,68.0,,,,,,96.5,96010.24,84821.2,9.4,0.0,26 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),28.0,256QAM,Rank4,9.4,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434835.7075434886,4575869.826
1269,29.02776,41.09985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,2435047.8834423223,4575235.302
1270,29.02776,41.10627,-67.0,-10.4,28.9,,,,,,,,,,,76.0,,,,,,,87.0,97587.2,89023.48,2.2,0.0,27 (64QAM OR 256QAM / Low SE -64QAM),25.0,256QAM,Rank4,2.2,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434809.849412117,4575949.9764
1271,29.02777,41.10558,-79.3,-11.4,6.9,-82.9,,,,,-15.7,,,,,76.0,68.0,,,,,,96.0,83869.99,,9.1,0.0,26 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),27.0,256QAM,Rank4,9.1,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434836.2727705706,4575873.1656
1272,29.02777,41.10601,-78.0,-10.55,17.1,,,,,,,,,,,76.0,,,,,,,92.8,72274.56,90783.15,6.2,0.0,25 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),24.0,256QAM,Rank4,6.2,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434820.3288035356,4575921.0331999995
1273,29.02777,41.10605,-76.25,-10.4,18.85,,,,,,,,,,,76.0,,,,,,,95.9,96926.75,92306.63,9.0,0.0,26 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),28.0,256QAM,Rank4,9.0,LEVEL_1,17.5,,1.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434818.8456368395,4575925.4860000005
1274,29.02777,41.10609,-74.19999999999999,-10.4,24.8,,,,,,,,,,,76.0,,,,,,,90.6,94279.25,92301.25,6.7,0.0,23 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),32.0,256QAM,Rank4,6.7,LEVEL_1,17.5,,1.5,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434817.3624689565,4575929.938800001
1275,29.02778,41.10561,-76.9,-11.1,8.8,-82.7,,,,,-15.2,,,,,76.0,68.0,,,,,,96.5,88576.0,73404.71,7.1,0.0,25 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),27.0,256QAM,Rank4,7.1,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434835.9992003404,4575876.5052
1276,29.02778,41.10596,-77.5,-10.6,18.9,,,,,,,,,,,76.0,,,,,,,94.6,53555.2,,10.0,0.0,26 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),23.0,256QAM,Rank4,10.0,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434823.0215508784,4575915.467200001
1277,29.02778,41.1061,-72.3,-10.4,23.2,,,,,,,,,,,76.0,,,,,,,92.4,95247.56,94139.23,11.1,0.0,24 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),66.0,256QAM,Rank4,11.1,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434817.830465654,4575931.052
1278,29.02778,41.10612,-71.0,-10.4,24.6,,,,,,,,,,,76.0,,,,,,,89.0,96931.84,,4.4,0.0,23 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),68.0,256QAM,Rank4,4.4,LEVEL_1,17.5,,0.8,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434817.0888808635,4575933.278399999
1279,29.02779,41.1059,-79.2,-10.5,20.3,,,,,,,,,,,76.0,,,,,,,93.8,71827.12,,9.9,0.0,26 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),26.0,256QAM,Rank4,9.9,LEVEL_1,17.5,,2.2,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434826.0850886474,4575908.788
1280,29.02779,41.10593,-79.4,-10.5,17.7,,,,,,,,,,,76.0,,,,,,,95.7,50196.48,66593.18,8.9,0.0,26 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),21.0,256QAM,Rank4,8.9,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434824.9727154174,4575912.1276
1281,29.02779,41.10613,-70.2,-10.4,26.4,,,,,,,,,,,76.0,,,,,,,,96701.48,94017.74,11.5,0.0,24 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),70.0,256QAM,Rank4,11.5,LEVEL_1,,,,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434817.556876828,4575934.3916
1282,29.02779,41.10627,-69.9,-10.4,29.8,,,,,,,,,,,76.0,,,,,,,83.8,88596.48,92921.59,6.6,0.0,25 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),26.0,256QAM,Rank4,6.6,LEVEL_1,17.4,,2.3,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434812.3657721626,4575949.9764
1283,29.0278,41.09984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,2435051.60966324,4575234.1888
1284,29.0278,41.10564,-76.7,-11.4,11.7,-83.2,,,,,-15.6,,,,,76.0,68.0,,,,,,94.0,81096.55,,6.5,0.0,27 (64QAM OR 256QAM / Low SE -64QAM),25.0,256QAM,Rank4,6.5,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434836.564423405,4575879.8448
1285,29.0278,41.10587,-75.4,-10.4,24.3,,,,,,,,,,,76.0,,,,,,,91.1,64266.24,52775.23,8.6,0.0,26 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),23.0,256QAM,Rank4,8.6,LEVEL_1,17.5,,1.1,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434828.0362530006,4575905.4484
